atlas_id,event_id,payload,source_file_or_report,source_family,pipeline,template_or_model,mode,observable_family,has_fobs,fobs_column_or_quantity,has_domega,domega_column_or_quantity,has_tau,tau_column_or_quantity,has_dtau,dtau_column_or_quantity,has_Mf,Mf_column_or_source,has_chif,chif_column_or_source,jointness,frame_status,t_start_status,verification_level,usable_for_220_joint,usable_for_220_unpaired,usable_for_221_joint,usable_for_population,allowed_physical_question,disallowed_claims,blocking_issue,next_allowed_action,notes
A0341,GW231206_233134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233134/GW231206_233134_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW231206_233134_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0342,GW231206_233134,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0343,GW231206_233901,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233901/GW231206_233901_Kerr_220_np_10M/pyRing_GW231206_233901_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0344,GW231206_233901,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233901/GW231206_233901_DS_1mode_10M/pyRing_GW231206_233901_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0345,GW231206_233901,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233901/GW231206_233901_DS_2mode_10M/pyRing_GW231206_233901_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0346,GW231206_233901,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233901/GW231206_233901_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW231206_233901_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0347,GW231206_233901,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233901/GW231206_233901_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW231206_233901_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0348,GW231206_233901,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0349,GW231213_111417,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231213_111417/GW231213_111417_Kerr_220_np_10M/pyRing_GW231213_111417_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0350,GW231213_111417,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231213_111417/GW231213_111417_DS_1mode_10M/pyRing_GW231213_111417_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0351,GW231213_111417,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231213_111417/GW231213_111417_DS_2mode_10M/pyRing_GW231213_111417_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0352,GW231213_111417,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231213_111417/GW231213_111417_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW231213_111417_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0353,GW231213_111417,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231213_111417/GW231213_111417_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW231213_111417_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0354,GW231213_111417,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0355,GW231223_032836,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231223_032836/GW231223_032836_Kerr_220_np_10M/pyRing_GW231223_032836_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0356,GW231223_032836,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231223_032836/GW231223_032836_DS_1mode_10M/pyRing_GW231223_032836_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0357,GW231223_032836,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231223_032836/GW231223_032836_DS_2mode_10M/pyRing_GW231223_032836_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0358,GW231223_032836,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231223_032836/GW231223_032836_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW231223_032836_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0359,GW231223_032836,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231223_032836/GW231223_032836_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW231223_032836_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0360,GW231223_032836,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0361,GW231226_101520,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231226_101520/GW231226_101520_Kerr_220_np_10M/pyRing_GW231226_101520_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0362,GW231226_101520,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231226_101520/GW231226_101520_DS_1mode_10M/pyRing_GW231226_101520_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0363,GW231226_101520,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231226_101520/GW231226_101520_DS_2mode_10M/pyRing_GW231226_101520_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0364,GW231226_101520,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231226_101520/GW231226_101520_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW231226_101520_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0365,GW231226_101520,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231226_101520/GW231226_101520_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW231226_101520_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0366,GW231226_101520,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0367,S231028bg,QNMRF.tar.gz,"QNMRF/data/S231028bg_pvalue_dict.pkl, S231028bg_evidence_dict.pkl, S231028bg_thresh_dict.pkl",LVK_GWTC4_TGR,QNMRF (rational filters),rational_filter_evidence_dicts,unknown,unclear,no,,no,,no,,no,,no,,no,,unclear,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_residual_f,"PKL no deserializado (regla de seguridad); contienen p-values/evidence/threshold dicts, no posteriors",inspect_pickle_manually,Subset chico O4a; no aporta posteriors descargables
A0368,S231226av,QNMRF.tar.gz,"QNMRF/data/S231226av_pvalue_dict.pkl, S231226av_evidence_dict.pkl, S231226av_thresh_dict.pkl",LVK_GWTC4_TGR,QNMRF (rational filters),rational_filter_evidence_dicts,unknown,unclear,no,,no,,no,,no,,no,,no,,unclear,unknown,unknown,metadata_verified,no,no,no,no,no_residual_allowed,no_residual_f,"PKL no deserializado (regla de seguridad); contienen p-values/evidence/threshold dicts, no posteriors",inspect_pickle_manually,Subset chico O4a; no aporta posteriors descargables
A0369,population_o4a,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/hierarchical_posterior_samples/hier_samples_o4a.h5,LVK_GWTC4_TGR,pyRing-hierarchical,hierarchical_gaussian_deviations,220,fractional_deviation,no,,yes,"hyper_param dataset (df, dtau)",no,,yes,hyper_param dataset,no,,no,,external_remnant_required,unknown,metadata_only,metadata_verified,no,no,no,exploratory_only,method_validation_only,no_joint_residual;no_event_level_residual,Hierarchical O4a deviations no exponen Mf/af event-level joint posterior,manual_hdf5_audit,Producto Fig.3 del paper TGR-O4a; nivel poblacional unicamente
A0370,population_o4a,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/hierarchical_posterior_samples/hier_samples_o4a_bf1e8cut.h5,LVK_GWTC4_TGR,pyRing-hierarchical,hierarchical_gaussian_deviations,220,fractional_deviation,no,,yes,"hyper_param dataset (df, dtau)",no,,yes,hyper_param dataset,no,,no,,external_remnant_required,unknown,metadata_only,metadata_verified,no,no,no,exploratory_only,method_validation_only,no_joint_residual;no_event_level_residual,Hierarchical O4a deviations no exponen Mf/af event-level joint posterior,manual_hdf5_audit,Producto Fig.3 del paper TGR-O4a; nivel poblacional unicamente
